düm	1334299	4624
dün	1338923	4776
dür	1343699	2115
düz	1345814	3887
düþ	1349701	3816
dý	1353517	2151
dým	1355668	3434
dýn	1359102	3496
dýr	1362598	3128
dýz	1365726	4138
dýð	1369864	4349
dýþ	1374213	4243
dýþý	1378456	6043
e	1384499	2397
eb	1386896	2820
ec	1389716	4136
ed	1393852	3892
ef	1397744	2764
eg	1400508	3752
eh	1404260	2424
ej	1406684	4544
ek	1411228	4216
ekip	1415444	5286
eks	1420730	2856
el	1423586	3380
em	1426966	2848
emb	1429814	3112
emp	1432926	3319
en	1436245	3480
enf	1439725	3132
ep	1442857	4008
er	1446865	4000
es	1450865	4408
eski	1455273	6127
esp	1461400	3936
et	1465336	3720
ev	1469056	3608
evç	1472664	6190
ey	1478854	3568
ez	1482422	3728
eç	1486150	4312
eð	1490462	3992
eðe	1494454	5134
eþ	1499588	4576
eþit	1504164	5886
f	1510050	2934
fa	1512984	2252
fab	1515236	2917
fah	1518153	4064
fal	1522217	3535
far	1525752	2951
fark	1528703	4351
fat	1533054	6219
faul	1539273	5310
faz	1544583	3056
fe	1547639	2400
fel	1550039	4416
felç	1554455	7039
fen	1561494	3648
fer	1565142	3044
fet	1568186	4382
fey	1572568	2455
fi	1575023	2488
fib	1577511	2551
fiil	1580062	5528
fik	1585590	4264
fil	1589854	3303
film	1593157	4510
fing	1597667	4686
fit	1602353	5471
fizm	1607824	6560
fið	1614384	2963
flaþ	1617347	6287
flit	1623634	5886
flâ	1629520	2457
flâþ	1631977	6287
flö	1638264	3530
flör	1641794	4390
flü	1646184	2776
fo	1648960	2548
fol	1651508	2752
folk	1654260	5327
fon	1659587	4119
for	1663706	2119
form	1665825	5283
fors	1671108	3582
fran	1674690	3974
fre	1678664	2782
fu	1681446	2608
fun	1684054	3712
fur	1687766	5695
fus	1693461	5728
fut	1699189	3567
fuz	1702756	3906
fâ	1706662	2832
fâl	1709494	3535
fî	1713029	5243
fö	1718272	2552
fön	1720824	3723
för	1724547	3856
fü	1728403	2056
füj	1730459	5696
fül	1736155	3904
für	1740059	3254
füz	1743313	3376
fý	1746689	3967
fýn	1750656	2876
fýr	1753532	2296
fýs	1755828	2012
g	1757840	982
ga	1758822	2998
gan	1761820	3680
gar	1765500	5376
gas	1770876	4733
gasp	1775609	8672
gat	1784281	5632
gay	1789913	5136
gayr	1795049	8576
gaz	1803625	2421
gazm	1806046	6608
ge	1812654	2541
gel	1815195	3165
gen	1818360	3703
genç	1822063	6184
ger	1828247	4670
geç	1832917	3559
gi	1836476	2446
gibi	1838922	4879
gil	1843801	2375
gin	1846176	3052
ginç	1849228	5424
gir	1854652	4294
giy	1858946	5645
giz	1864591	3464
giþ	1868055	5023
gli	1873078	2525
glo	1875603	2674
glob	1878277	3459
glü	1881736	2704
go	1884440	2560
gol	1887000	4998
gor	1891998	3182
gorn	1895180	6304
gos	1901484	4713
gra	1906197	3421
graf	1909618	3870
gre	1913488	3732
grev	1917220	4646
gri	1921866	3625
gro	1925491	2927
gru	1928418	3699
grup	1932117	5279
gu	1937396	2592
gud	1939988	3973
gun	1943961	3823
gur	1947784	2870
gut	1950654	3416
gâ	1954070	2864
gâh	1956934	4327
gân	1961261	5084
gâr	1966345	4960
gî	1971305	4128
gö	1975433	2372
göl	1977805	4007
gön	1981812	3472
gönç	1985284	6486
gör	1991770	3743
göre	1995513	4758
gös	2000271	3228
göt	2003499	4895
göv	2008394	4634
göz	2013028	4624
göç	2017652	5119
gû	2022771	2375
gûþ	2025146	5504
gü	2030650	2439
gücü	2033089	6329
gül	2039418	3584
güm	2043002	3937
gün	2046939	3472
gür	2050411	4182
güt	2054593	4135
güya	2058728	5709
güç	2064437	4264
gý	2068701	2472
gýrç	2071173	7368
gýç	2078541	5752
h	2084293	1811
ha	2086104	2648
haf	2088752	2800
hak	2091552	3906
hal	2095458	3106
halk	2098564	5335
ham	2103899	3127
han	2107026	3290
har	2110316	3359
harç	2113675	6527
has	2120202	3469
hat	2123671	3296
havk	2126967	5088
hawk	2132055	5088
hay	2137143	4167
he	2141310	2607
hece	2143917	7344
hem	2151261	4864
hen	2156125	4529
henk	2160654	7136
hep	2167790	4160
her	2171950	4152
hert	2176102	3935
het	2180037	5350
hey	2185387	3384
hi	2188771	2912
hid	2191683	3105
hij	2194788	3376
hik	2198164	3199
hil	2201363	3955
him	2205318	3042
hin	2208360	3195
hip	2211555	3880
hir	2215435	3903
his	2219338	3624
hit	2222962	4208
hiz	2227170	2807
hiç	2229977	4848
hiþ	2234825	2848
hiþt	2237673	6263
ho	2243936	3196
hod	2247132	3260
hol	2250392	3158
hor	2253550	2985
hors	2256535	4608
hot	2261143	5228
hoþ	2266371	3998
hoþt	2270369	6816
hris	2277185	3271
hu	2280456	2525
hum	2282981	4529
hur	2287510	2833
hâ	2290343	3063
hâd	2293406	4990
hâl	2298396	4750
hî	2303146	4724
hîm	2307870	4143
hö	2312013	2278
hös	2314291	3462
höst	2317753	5751
hü	2323504	2672
hün	2326176	3712
hür	2329888	4368
hüs	2334256	3055
hý	2337311	2462
hýd	2339773	1422
hým	2341195	5632
hýn	2346827	3611
hýnk	2350438	6671
hýr	2357109	5344
hýrs	2362453	5295
hýs	2367748	3584
hýz	2371332	3086
i	2374418	2432
ib	2376850	3384
ic	2380234	4064
id	2384298	4080
if	2388378	3276
ig	2391654	3600
ih	2395254	3288
ij	2398542	4584
ik	2403126	3664
iki	2406790	4916
il	2411706	3076
ile	2414782	3696
ilk	2418478	4944
im	2423422	3256
imza	2426678	8896
in	2435574	3488
ip	2439062	3784
ir	2442846	4208
irs	2447054	3950
is	2451004	3584
ise	2454588	4736
it	2459324	3952
iv	2463276	3664
iy	2466940	3728
iyi	2470668	4349
iz	2475017	3680
izm	2478697	4808
iç	2483505	4360
için	2487865	5040
ið	2492905	3968
iþ	2496873	4048
iþte	2500921	5792
j	2506713	1868
ja	2508581	3965
jan	2512546	4681
jans	2517227	8365
je	2525592	3864
jek	2529456	3984
jen	2533440	5262
jer	2538702	5023
ji	2543725	3984
jik	2547709	4192
jim	2551901	4188
jo	2556089	4200
john	2560289	5359
jon	2565648	5472
ju	2571120	3952
jul	2575072	4176
jur	2579248	4687
jö	2583935	3896
jön	2587831	3958
jör	2591789	5399
jü	2597188	3632
jüp	2600820	4832
jüs	2605652	3279
jý	2608931	3728
k	2612659	1223
ka	2613882	2556
kabz	2616438	6975
kad	2623413	3511
kah	2626924	3624
kal	2630548	3840
kalp	2634388	6144
kan	2640532	2746
kap	2643278	2404
kar	2645682	3232
kas	2648914	3527
kast	2652441	4672
kat	2657113	2956
kav	2660069	3644
kavt	2663713	7243
kay	2670956	3047
kaç	2674003	4926
ke	2678929	2716
kek	2681645	5004
kel	2686649	4991
kem	2691640	4863
ken	2696503	4192
ker	2700695	4630
kes	2705325	4671
ket	2709996	4160
kev	2714156	3471
key	2717627	3376
kez	2721003	3767
keþ	2724770	3200
ki	2727970	3048
kih	2731018	3953
kil	2734971	3440
kim	2738411	3115
kin	2741526	3632
kip	2745158	4496
kir	2749654	4088
kis	2753742	3808
kit	2757550	5087
kiz	2762637	5144
klas	2767781	6368
kli	2774149	2940
klo	2777089	2883
klâ	2779972	2983
ko	2782955	3029
komp	2785984	3486
kon	2789470	2869
kond	2792339	4040
kong	2796379	3846
kont	2800225	3921
kop	2804146	2718
kor	2806864	3390
kork	2810254	4696
kort	2814950	8496
koy	2823446	3715
koz	2827161	3008
koç	2830169	4832
kra	2835001	2691
kre	2837692	3184
krep	2840876	3872
kri	2844748	3027
krip	2847775	3136
kriz	2850911	5920
kro	2856831	2887
kru	2859718	2845
kse	2862563	3614
ksi	2866177	3535
ku	2869712	2395
kub	2872107	3911
kud	2876018	2616
kuf	2878634	2614
kuk	2881248	3116
kul	2884364	4596
kum	2888960	3406
kun	2892366	4944
kung	2897310	6238
kup	2903548	2680
kur	2906228	3219
kus	2909447	4239
kut	2913686	3102
kuv	2916788	2363
kâ	2919151	3275
kâh	2922426	3999
kâl	2926425	4848
kâlp	2931273	6144
kâm	2937417	4767
kân	2942184	6014
kâr	2948198	4143
kât	2952341	4199
kî	2956540	4707
kö	2961247	2493
köf	2963740	3269
köh	2967009	4064
kök	2971073	7008
köl	2978081	3392
köp	2981473	3424
kör	2984897	2944
köy	2987841	4200
köð	2992041	3712
köþ	2995753	5855
köþk	3001608	6127
kû	3007735	3845
kûm	3011580	4432
kûn	3016012	4944
kûr	3020956	5920
kût	3026876	5664
kü	3032540	3192
küf	3035732	3200
kük	3038932	4006
kül	3042938	2868
kün	3045806	3848
kür	3049654	3115
kürt	3052769	5424
küs	3058193	4559
küt	3062752	3520
ký	3066272	2352
kýb	3068624	2391
kýf	3071015	3615
kýh	3074630	2848
kýl	3077478	4535
kým	3082013	3037
kýn	3085050	4576
kýp	3089626	4408
kýr	3094034	1864
kýrp	3095898	4287
kýs	3100185	2840
kýsa	3103025	4925
kýt	3107950	3471
kýz	3111421	3872
kýþ	3115293	5376
l	3120669	2463
la	3123132	2210
lab	3125342	2415
lah	3127757	3400
lak	3131157	2795
lal	3133952	4092
lam	3138044	3487
lan	3141531	3792
lar	3145323	4520
las	3149843	2785
lat	3152628	4248
lav	3156876	2929
lay	3159805	3887
laç	3163692	4767
lað	3168459	3740
laþ	3172199	3399
le	3175598	2736
leb	3178334	3598
leg	3181932	3296
lek	3185228	3519
leks	3188747	5120
lekt	3193867	3520
lel	3197387	2959
lem	3200346	3560
len	3203906	4336
lep	3208242	3824
ler	3212066	4600
lert	3216666	4254
let	3220920	4648
ley	3225568	4439
leyh	3230007	6335
lez	3236342	3360
leþ	3239702	3294
li	3242996	2836
lig	3245832	4951
lik	3250783	3728
lil	3254511	3192
lim	3257703	3311
lin	3261014	3028
ling	3264042	4704
lip	3268746	3360
lir	3272106	3552
lira	3275658	5515
lirt	3281173	4799
lis	3285972	4112
lise	3290084	7326
list	3297410	5742
liz	3303152	3323
liþ	3306475	3034
lo	3309509	3422
log	3312931	4959
loj	3317890	4863
lop	3322753	4402
lot	3327155	5600
loz	3332755	3741
loð	3336496	3546
lu	3340042	2502
luc	3342544	3328
luk	3345872	3396
lul	3349268	6240
lum	3355508	3515
lun	3359023	3573
lur	3362596	4016
luy	3366612	2968
luþ	3369580	4424
lâ	3374004	3336
lâb	3377340	2415
lâf	3379755	4448
lâh	3384203	3497
lâj	3387700	6990
lâk	3394690	5902
lâks	3400592	5792
lâl	3406384	4092
lâm	3410476	3881
lân	3414357	3607
lâr	3417964	5288
lârm	3423252	5108
lâs	3428360	4482
lât	3432842	6912
lâv	3439754	4767
lâz	3444521	5888
lâç	3450409	5359
lâð	3455768	3852
lî	3459620	4592
lö	3464212	3268
löl	3467480	4840
lör	3472320	4766
lû	3477086	3268
lûk	3480354	4221
lûl	3484575	6240
lûm	3490815	5230
lûp	3496045	5728
lûr	3501773	6063
lût	3507836	4736
lûz	3512572	5725
lûç	3518297	6208
lûð	3524505	4528
lü	3529033	2898
lüf	3531931	3072
lük	3535003	4640
lüks	3539643	7296
lül	3546939	3379
lüm	3550318	3664
lünç	3553982	6110
lüp	3560092	4328
lüv	3564420	2778
lüç	3567198	6208
lý	3573406	2283
lýk	3575689	3880
lým	3579569	2900
lýn	3582469	3695
lýt	3586164	3760
lýþ	3589924	4127
m	3594051	1856
ma	3595907	2842
mad	3598749	5082
maf	3603831	2992
mah	3606823	3120
mak	3609943	4664
mal	3614607	4428
man	3619035	4192
mar	3623227	2852
mart	3626079	5392
mas	3631471	4960
mavi	3636431	8279
may	3644710	3592
maz	3648302	3488
maç	3651790	5551
mað	3657341	4869
me	3662210	2459
meb	3664669	4480
mec	3669149	3848
med	3672997	3272
mef	3676269	3805
meh	3680074	2844
mek	3682918	4051
mel	3686969	3989
mem	3690958	3848
men	3694806	3718
mer	3698524	4002
mes	3702526	3580
mesh	3706106	7008
met	3713114	3932
mev	3717046	3600
mey	3720646	3520
mez	3724166	3648
mi	3727814	2800
mik	3730614	4055
mil	3734669	3384
mim	3738053	4304
min	3742357	3632
mir	3745989	4503
mis	3750492	3264
misk	3753756	7488
mit	3761244	4096
miz	3765340	3384
miç	3768724	5424
miþ	3774148	4383
mo	3778531	3723
mok	3782254	2912
mon	3785166	4535
mor	3789701	2934
morf	3792635	6464
morg	3799099	6485
mos	3805584	2896
mu	3808480	3198
muf	3811678	2168
muh	3813846	3175
mul	3817021	4974
mum	3821995	5829
mun	3827824	3853
mur	3831677	4136
mus	3835813	2660
mut	3838473	3568
muz	3842041	5623
muð	3847664	5008
muþ	3852672	3632
mâ	3856304	5168
mâl	3861472	4059
mâni	3865531	8032
mî	3873563	3528
mö	3877091	3356
möl	3880447	3659
mör	3884106	3496
mü	3887602	3030
müd	3890632	2751
müj	3893383	4640
mülk	3898023	6496
müm	3904519	3632
mün	3908151	3808
mür	3911959	4479
müs	3916438	3632
müt	3920070	2979
müz	3923049	3052
müþ	3926101	3488
mý	3929589	3216
mýg	3932805	4145
mýk	3936950	4012
mýn	3940962	3275
mýþ	3944237	4590
n	3948827	2096
na	3950923	2632
nah	3953555	4670
nak	3958225	3856
nal	3962081	3592
nam	3965673	5305
nan	3970978	4168
nap	3975146	4224
nar	3979370	3272
narh	3982642	5584
nas	3988226	3849
nat	3992075	4056
nav	3996131	2961
ne	3999092	3088
nec	4002180	2958
nefs	4005138	7934
neft	4013072	7333
nek	4020405	4344
nel	4024749	3976
nem	4028725	4261
nen	4032986	3722
ner	4036708	3384
net	4040092	5122
nev	4045214	4487
ney	4049701	4015
nez	4053716	3920
neþ	4057636	5120
ni	4062756	3424
nik	4066180	3624
nil	4069804	3153
nim	4072957	3488
nin	4076445	3896
nis	4080341	3119
nist	4083460	5521
nit	4088981	4992
niy	4093973	3704
niz	4097677	4592
nizm	4102269	7886
niþ	4110155	4080
no	4114235	3672
nok	4117907	3142
nom	4121049	6191
nons	4127240	7230
nor	4134470	3240
nos	4137710	4023
not	4141733	5471
noz	4147204	5918
nu	4153122	3356
num	4156478	4326
nun	4160804	3472
nur	4164276	4064
nut	4168340	4862
nuç	4173202	4124
nuþ	4177326	2536
nâ	4179862	3921
nâr	4183783	7104
nî	4190887	4558
nö	4195445	3512
nöl	4198957	3854
nör	4202811	4115
nü	4206926	3024
nük	4209950	3091
nül	4213041	3440
nün	4216481	3368
nür	4219849	5328
nüt	4225177	7136
nüz	4232313	3560
ný	4235873	2704
nýf	4238577	2264
nýk	4240841	3944
ným	4244785	3304
nýn	4248089	2972
nýr	4251061	2296
nýt	4253357	4325
nýz	4257682	3470
o	4261152	3100
ob	4264252	2848
oc	4267100	4144
od	4271244	4208
of	4275452	3516
og	4278968	4104
oh	4283072	2704
ohm	4285776	5187
oj	4290963	4832
ok	4295795	3848
ol	4299643	3316
olan	4302959	5387
om	4308346	3460
omb	4311806	4158
on	4315964	3836
onun	4319800	4112
op	4323912	3712
or	4327624	2993
ort	4330617	5920
os	4336537	4031
ot	4340568	3904
ov	4344472	3872
oy	4348344	3744
oz	4352088	3808
oç	4355896	4024
oð	4359920	3632
oþ	4363552	3712
p	4367264	1210
pa	4368474	2432
pak	4370906	5423
palm	4376329	6093
pan	4382422	4136
par	4386558	3240
para	4389798	4368
pas	4394166	4800
pay	4398966	3387
pe	4402353	2484
ped	4404837	2568
pej	4407405	5357
pek	4412762	4895
pen	4417657	5664
per	4423321	4247
pes	4427568	5576
pet	4433144	2633
pey	4435777	3636
pi	4439413	2336
pil	4441749	3200
pis	4444949	5152
pit	4450101	3779
pla	4453880	2726
plan	4456606	4726
ple	4461332	2328
pli	4463660	4128
plâ	4467788	2726
plân	4470514	4726
plü	4475240	2242
po	4477482	2944
pol	4480426	6112
pon	4486538	4584
por	4491122	4272
port	4495394	5902
pos	4501296	3167
post	4504463	4173
pot	4508636	6112
poz	4514748	5630
poð	4520378	3720
pra	4524098	3287
pre	4527385	2965
priz	4530350	6560
pro	4536910	2296
prog	4539206	3583
prus	4542789	4222
prö	4547011	2884
psi	4549895	3264
psik	4553159	4000
pu	4557159	3101
pul	4560260	2686
punk	4562946	3536
pur	4566482	4809
puz	4571291	6198
puþ	4577489	4575
puþt	4582064	6559
pâlm	4588623	6093
pî	4594716	4152
pö	4598868	3240
pör	4602108	3440
pü	4605548	2383
püf	4607931	2821
pür	4610752	2960
pý	4613712	2640
pýl	4616352	3227
pýþ	4619579	4479
pýþt	4624058	6496
r	4630554	1760
ra	4632314	2528
raf	4634842	2195
rah	4637037	3021
rak	4640058	3836
ral	4643894	3552
ram	4647446	3384
ran	4650830	4024
ranj	4654854	4927
rap	4659781	1986
rar	4661767	4150
ras	4665917	3840
rat	4669757	4064
ray	4673821	3366
raz	4677187	4574
raç	4681761	4815
rað	4686576	3209
raþ	4689785	3314
re	4693099	3360
reg	4696459	4512
regl	4700971	5879
reh	4706850	3640
rek	4710490	4096
rel	4714586	3379
ren	4717965	3161
renç	4721126	6380
rer	4727506	3903
res	4731409	4374
ret	4735783	3783
rev	4739566	3543
ri	4743109	2829
rih	4745938	2500
rik	4748438	3749
riks	4752187	6544
ril	4758731	3310
rim	4762041	3072
rin	4765113	2710
rip	4767823	3072
ris	4770895	4032
rist	4774927	4486
rit	4779413	3585
ritm	4782998	6112
riz	4789110	3315
rizm	4792425	5672
riç	4798097	4528
riþ	4802625	3903
ro	4806528	3002
rof	4809530	2704
rog	4812234	3140
rol	4815374	4592
rom	4819966	3909
rop	4823875	4047
ros	4827922	2879
rot	4830801	5398
roz	4836199	5136
roð	4841335	3182
ru	4844517	4028
ruh	4848545	2165
ruhu	4850710	8286
ruj	4858996	5167
ruk	4864163	3238
rul	4867401	3066
rult	4870467	3734
rum	4874201	3398
run	4877599	2704
rup	4880303	4111
rus	4884414	3624
ruz	4888038	3848
ruþ	4891886	3240
râl	4895126	3552
rî	4898678	4798
rö	4903476	2621
röl	4906097	3917
rönt	4910014	4432
rör	4914446	3606
röz	4918052	3289
rü	4921341	3079
rük	4924420	3752
rür	4928172	4704
rüs	4932876	3360
rüz	4936236	4624
rüþ	4940860	3472
rý	4944332	2095
rýl	4946427	3925
rým	4950352	3041
rýn	4953393	3194
rýs	4956587	3912
rýz	4960499	4416
rýzk	4964915	6592
rýç	4971507	3480
rýþ	4974987	3792
s	4978779	2344
sa	4981123	2974
saat	4984097	6704
sah	4990801	2860
saj	4993661	6000
sak	4999661	3360
sal	5003021	4608
san	5007629	4216
sant	5011845	4480
sap	5016325	2831
sar	5019156	2975
sarý	5022131	7232
sas	5029363	4376
sat	5033739	2727
sav	5036466	3856
say	5040322	3422
sayý	5043744	5950
sað	5049694	4599
se	5054293	3448
sek	5057741	4376
sel	5062117	4872
self	5066989	5005
sem	5071994	4854
semt	5076848	6975
sen	5083823	3564
send	5087387	3407
seng	5090794	6320
ser	5097114	3424
serp	5100538	5561
sert	5106099	6832
ses	5112931	4143
set	5117074	5322
sev	5122396	2679
sfen	5125075	5493
si	5130568	2581
sik	5133149	2672
sil	5135821	4032
silt	5139853	5472
sim	5145325	4254
simp	5149579	4383
sin	5153962	4119
sis	5158081	4064
sit	5162145	4767
siy	5166912	3920
siz	5170832	4595
sizm	5175427	8922
skan	5184349	5639
skeç	5189988	8095
ski	5198083	5343
slay	5203426	4399
slip	5207825	5520
slo	5213345	4028
slây	5217373	4399
smo	5221772	4377
so	5226149	3047
sof	5229196	3403
sol	5232599	6163
son	5238762	5015
sos	5243777	4103
sot	5247880	5807
spaz	5253687	3423
spek	5257110	5023
spi	5262133	2919
spo	5265052	4772
spor	5269824	7232
spre	5277056	5322
stan	5282378	6351
stüd	5288729	4703
su	5293432	3748
sulh	5297180	4958
sun	5302138	4000
sur	5306138	3217
sus	5309355	6096
sut	5315451	4271
suz	5319722	5696
suç	5325418	5564
sî	5330982	3856
sö	5334838	4248
sör	5339086	5808
söy	5344894	4392
söz	5349286	6055
sü	5355341	3612
sül	5358953	3607
süm	5362560	4575
sür	5367135	3853
sürp	5370988	4960
sürt	5375948	6848
sürç	5382796	5149
süs	5387945	4943
süt	5392888	3919
sý	5396807	3095
sýd	5399902	4191
sýh	5404093	4992
sýk	5409085	4544
sýl	5413629	4152
sým	5417781	4063
sýn	5421844	4189
sýnç	5426033	6959
sýr	5432992	4320
sýrt	5437312	4735
sýy	5442047	4135
sýz	5446182	4518
t	5450700	2720
ta	5453420	2495
tab	5455915	2488
taf	5458403	4336
tah	5462739	3375
taj	5466114	5792
tak	5471906	3392
tal	5475298	3808
tam	5479106	3104
tan	5482210	3304
tane	5485514	5858
tap	5491372	2160
tar	5493532	2726
tark	5496258	3856
tas	5500114	5000
tay	5505114	3951
taþ	5509065	4815
te	5513880	2864
teb	5516744	3023
tec	5519767	3326
teh	5523093	2720
tek	5525813	4752
teks	5530565	2888
tel	5533453	2707
tem	5536160	3488
ten	5539648	4398
tep	5544046	3024
tepe	5547070	5248
ter	5552318	3242
tern	5555560	4720
tes	5560280	3376
tex	5563656	2888
tez	5566544	4312
teð	5570856	2456
teþ	5573312	4976
ti	5578288	2760
tid	5581048	2727
tif	5583775	2992
tih	5586767	3824
tik	5590591	3728
til	5594319	3060
tim	5597379	3204
tin	5600583	3730
tip	5604313	2672
tir	5606985	4703
tirk	5611688	6222
tit	5617910	2864
titr	5620774	5007
to	5625781	2760
tok	5628541	3711
ton	5632252	4975
top	5637227	3219
tor	5640446	4392
tos	5644838	6464
tot	5651302	6336
toz	5657638	7328
toð	5664966	2763
tra	5667729	2504
trab	5670233	3823
tran	5674056	3488
trans	5677544	4583
tre	5682127	2747
tren	5684874	3480
tri	5688354	3443
trik	5691797	5047
tril	5696844	3641
tro	5700485	2399
trol	5702884	9449
trük	5712333	5632
tu	5717965	3368
tum	5721333	3110
tup	5724443	4376
tur	5728819	3952
turp	5732771	5599
tus	5738370	4416
tuþ	5742786	5278
tâ	5748064	3214
tî	5751278	5490
tö	5756768	2936
töl	5759704	3040
tör	5762744	4433
tü	5767177	3280
tül	5770457	3999
tüm	5774456	4272
tün	5778728	4576
tüp	5783304	2328
tür	5785632	3431
türk	5789063	4888
türn	5793951	5036
tüy	5798987	3547
tüyo	5802534	4672
tý	5807206	2259
týb	5809465	3300
týk	5812765	4424
týl	5817189	3291
týn	5820480	3832
týp	5824312	2551
týr	5826863	2542
